ea_id,area_km2,total_area_m2,tarim_area_m2,yesillik_area_m2,tarim_ratio,yesillik_ratio
10507344,82.85550874811474,82855508.74811475,36744853.02195854,5798279.474653981,0.4434811103950238,0.06998061519700598
10508369,111.2641671818151,111264167.1818151,49536223.716026634,13228794.422366416,0.4452127308433472,0.11889537087667625
10509319,104.4715400191636,104471540.0191636,33962361.86829078,24455696.608891893,0.32508721381977274,0.23408955782987306
10509474,124.96431048909086,124964310.48909086,47994577.53321486,16144158.735514386,0.38406627736648613,0.12919015575189957
10510388,79.49542854260402,79495428.54260401,36917037.03782111,11698528.522707112,0.4643919495073373,0.14715976424276417
10732047,146.05537283750306,146055372.83750305,23979856.35237114,18779095.57423016,0.1641833223009908,0.12857517809442887
10732070,104.34827586001057,104348275.86001058,15750416.34856256,23613138.66522286,0.15094083940296896,0.2262916034846737
10732192,117.94241484095174,117942414.84095174,21151396.00432006,35270954.409242675,0.17933663672092215,0.29905233377497337
10733465,118.82592484926856,118825924.84926856,39990661.830209464,30103465.477718044,0.3365482901221924,0.25334088933794946
10733640,65.22977927493349,65229779.274933495,8436631.46344339,3751381.64641125,0.12933711499902958,0.057510261235129326
10734370,64.50244515513366,64502445.15513366,25383743.1160328,8772760.667674338,0.39353148636432034,0.13600663736971724
10734393,96.20438220497799,96204382.20497799,11540784.945683155,21217770.421910282,0.1199611148803364,0.22054889741615524
10734407,102.19335334143763,102193353.34143762,11267940.570848055,17311156.290048975,0.11026099254420983,0.16939610771172925
10734762,77.20447531611885,77204475.31611885,37561388.449949734,5960344.849649484,0.486518278845263,0.07720206406745796
10735130,68.01209469440565,68012094.69440565,16411978.120682923,19201017.873611633,0.2413096993178317,0.28231769599049
10735173,100.39210871922305,100392108.71922305,32502425.2585257,7952138.063803614,0.3237547818566953,0.0792107882308178
10736053,115.96383484086951,115963834.84086952,33996839.934459314,23513862.319668517,0.293167606789748,0.20276892663937196
10736174,72.87544534222673,72875445.34222673,26153658.379392825,20859645.74416431,0.3588816268164666,0.2862369574032292
10736377,71.84182308637341,71841823.0863734,34259111.85050722,7477691.600132862,0.47686863137254265,0.10408549336425725
10736466,145.48990589630154,145489905.89630154,46970484.820514396,12297945.791770589,0.32284359888164876,0.08452782834663454
10736596,122.48929341642392,122489293.41642392,28057779.252055362,13227044.91321815,0.22906311620778155,0.10798531483278691
10737199,53.4336848258648,53433684.8258648,6208661.435817695,13268873.490599057,0.11619377282422355,0.2483241336217225
10739309,148.16170341916325,148161703.41916326,53033634.92381501,36472244.53609104,0.35794428452120264,0.2461651269822922
10741504,50.849616629188866,50849616.629188865,13638245.973394878,14774620.22587179,0.26820744928814677,0.290555194026592
10744039,76.4961881651291,76496188.1651291,36882487.66841529,22528867.78299243,0.48214804623726637,0.29450967850006216
10744154,141.73241515346024,141732415.15346023,47350180.09971604,16179569.805918822,0.33408151585117496,0.11415574756417192
10744649,58.0387716389803,58038771.6389803,20523381.455635797,6571189.599680014,0.35361502106381204,0.1132206870358131
10746033,135.4715704220328,135471570.4220328,48303065.66837193,35856916.14183608,0.3565549990886946,0.2646822210012883
10746244,64.46773973713633,64467739.73713633,20449015.28717759,7218904.308662513,0.3171976459940635,0.11197700335233095
20101014,67.92410777291673,67924107.77291673,17334317.963254903,17414837.205346692,0.2552012611075708,0.2563866906219485
20101387,128.46734732992243,128467347.32992244,36536867.287888244,24841827.87765063,0.2844058669169557,0.1933707544676958
20102311,139.54240566120944,139542405.66120943,52069910.0347768,25081319.002541177,0.3731475732272789,0.1797397635772119
20103365,96.07343260722975,96073432.60722975,18785864.846095998,25333778.747784555,0.1955365217655637,0.2636918246832593
20105073,53.84836822022203,53848368.220222026,9316636.827033903,10333971.43158376,0.17301614022790696,0.19190872022938993
20105181,81.5305260212538,81530526.02125381,37479925.64915431,19812170.07299178,0.459704205016215,0.24300309393106378
20106042,51.52932496924127,51529324.96924128,19226864.189360376,13467080.758365138,0.373124705220517,0.2613478978504738
20107490,84.91736851311015,84917368.51311015,38087120.50185361,9633613.538799372,0.448519792461226,0.1134469156013951
20107615,115.93100188869683,115931001.88869682,28626477.178680226,32660421.84093841,0.24692685056033561,0.28172293268279586
20108739,76.52161321933526,76521613.21933526,25278669.49841451,11522252.220091743,0.33034679268924727,0.1505751347278227
20109486,115.20188384409447,115201883.84409447,39366907.35994987,17421605.132914793,0.34172103828810707,0.15122673824059923
20109653,142.74801966235242,142748019.6623524,65356848.908118576,39132719.22303541,0.45784767496396617,0.27413843859688974
20110170,96.61387585844342,96613875.85844342,43570240.595836654,14586714.257624144,0.45097290848443794,0.15097949572995378
20110620,70.7109560665533,70710956.0665533,14432670.305947782,7888947.875173511,0.2041079785763853,0.11156613223767499
20111107,142.27142446397778,142271424.46397778,69346640.63003351,30707835.13348785,0.4874249406815466,0.21583979530100844
20111530,144.58566109425985,144585661.09425986,35986276.67513406,36039412.6118708,0.24889243098368863,0.24925993586857548
20111718,63.49056539189854,63490565.39189854,21832361.414991613,5108959.422332872,0.34386780587368093,0.08046800955067222
20112290,139.9638533768082,139963853.3768082,69602994.68871723,7862743.109942494,0.49729264384664584,0.05617695512265268
20112334,79.21491668384107,79214916.68384106,20823342.658516396,10773664.548093734,0.2628714834306468,0.13600550248753135
20112661,62.81754432202459,62817544.32202459,22410191.74243997,12794193.945138955,0.356750522235596,0.20367230338631936
20113112,61.8076690233249,61807669.0233249,30614698.370308354,6895711.248456217,0.49532200217346845,0.11156724331173083
20113529,125.94500770851805,125945007.70851804,44297008.37051259,9955419.493624672,0.35171706426849225,0.07904576509030899
20115434,58.84425144188402,58844251.44188402,21363262.073751222,3813981.062460704,0.3630475628507245,0.06481484544378106
20120081,126.31517436063376,126315174.36063376,52454180.16578496,35879725.829208255,0.4152642818354242,0.2840492127000555
20201109,73.96185539861884,73961855.39861883,30706308.34266507,7042326.828411789,0.41516411638367956,0.09521565934841729
20201206,91.87837899229206,91878378.99229206,44028689.75063701,8178004.079899316,0.479206209703925,0.08900901571832685
20201264,64.30177057100683,64301770.57100683,23120680.90132109,8491779.757130379,0.35956522963531,0.13206136754435277
20201269,115.26697971224407,115266979.71224406,23102430.664580986,23775439.712317705,0.2004254012923266,0.20626409897848824
20201354,95.77859268543338,95778592.68543339,11921758.73817433,27777159.248267785,0.12447206002837277,0.29001427635814814
20201450,89.38301513377255,89383015.13377255,11788479.951310167,26378137.5075897,0.13188724875377356,0.29511353435674115
20201646,130.4673137518215,130467313.7518215,63266262.89959746,30614665.91006814,0.48492040711395556,0.23465391468321478
20202343,95.90151104137826,95901511.04137826,41172698.62827541,20106880.07732916,0.42932273101005447,0.20966176506492917
20203135,119.15683373154117,119156833.73154117,40197632.41930729,18514589.522177357,0.33735062572971725,0.15538000584918604
20203494,128.19890770932392,128198907.70932391,58970035.37612638,26954773.706827596,0.45998859451933916,0.21025743657617119
20203656,111.48812582415617,111488125.82415617,49952588.386593,9905674.252206385,0.44805299234629126,0.08884958984627687
20203694,146.13908947704323,146139089.47704324,35633166.34608417,12352071.132048668,0.2438304937686212,0.08452270488512272
20204124,105.0878047421661,105087804.7421661,44534192.72386226,16858089.913827997,0.4237807882001847,0.1604190891149499
20204712,71.90125272710094,71901252.72710094,12914996.464515682,7357600.642093389,0.17962129969465437,0.10232924132794936
20205207,104.18798429336826,104187984.29336827,51420440.80560942,8837084.28768827,0.4935352301357693,0.08481865109133092
20205484,74.45569808332081,74455698.08332081,16860320.677324697,15274532.833737263,0.22644768783789915,0.20514927973201003
20205525,58.33270172105411,58332701.72105411,12356981.032122672,7191003.752074593,0.21183625423717772,0.1232756848201861
20205634,125.63620917434525,125636209.17434525,21725818.866507888,21266638.196002882,0.17292641197378844,0.16927156856898784
20205700,76.44975485011142,76449754.85011142,24627360.11622468,13267833.567560675,0.32213785596185973,0.17354972025186732
20205721,81.36404370419886,81364043.70419887,37471013.4769769,7754894.666247993,0.4605352901731846,0.09531107738992321
20206243,148.8342858116839,148834285.81168392,47881425.322413445,7459069.087914792,0.32170964547104786,0.05011660483494075
20206362,90.05578315951854,90055783.15951854,10409873.993333362,9465133.243890187,0.11559362017755191,0.10510300295900275
20220038,94.1312095826681,94131209.58266811,11421492.83782148,15660286.86835816,0.12133587668169579,0.16636657425085938
20220153,142.0598729937791,142059872.9937791,43656571.214318916,20835445.95283812,0.3073110674696342,0.14666665198096102
20301075,129.0066378280514,129006637.8280514,58824132.869212024,27766958.667777542,0.4559775671978734,0.2152366663860133
20302432,135.94820876566843,135948208.76566842,45316858.055918865,31036108.549451705,0.3333391330961245,0.22829361880705695
20302539,96.83567139328028,96835671.39328028,38595866.28512683,26873224.1162702,0.39857075114785756,0.27751368612016475
20302592,71.2503573728027,71250357.37280269,30972115.45049519,8161841.52483245,0.4346941768788616,0.11455158718892187
20303065,56.56388165009181,56563881.650091805,8632368.056401163,14801614.69641094,0.1526127239605232,0.26167961364417636
20303447,57.98140190761454,57981401.90761454,15746678.22045835,9282978.294575553,0.2715815365338792,0.16010268791649285
20303654,63.69895530226886,63698955.302268855,6467091.272263308,6074522.603655885,0.10152586084929026,0.0953629863289064
20304084,76.93489241692694,76934892.41692694,20582689.404738005,14708353.616427362,0.2675338686794534,0.191179231612096
20304164,127.73739503357915,127737395.03357914,56636516.78385811,25593680.011466097,0.44338243134651145,0.2003616873879268
20304285,72.95260087960108,72952600.87960108,30274398.624429863,5591786.684405963,0.41498724184479563,0.07664958640247098
20304314,92.17935814702372,92179358.14702372,21551505.27365009,12379366.46173186,0.23379968907221063,0.13429651399814574
20304662,95.81365349742393,95813653.49742393,36902936.648669764,14633956.726314612,0.38515321461634844,0.15273352170740534
20304680,80.96859921393008,80968599.21393007,31174177.818233404,10125312.291090166,0.38501564953429634,0.12505233373665897
20305023,67.70109026732447,67701090.26732448,20078177.09830825,15153869.637421105,0.2965709565241501,0.22383494235594353
20305172,76.80307873765429,76803078.73765428,10871334.192434024,6489498.745622635,0.14154815628639805,0.08449529435909221
20305301,135.23543812200487,135235438.12200487,63624211.05029596,22645403.58587319,0.4704699591603817,0.16745169683587868
20305340,149.4072274713687,149407227.4713687,49159782.955071315,7777431.778195764,0.3290321612084792,0.05205525803419499
20305382,87.0674245364184,87067424.5364184,14920213.028101353,10736516.156261789,0.17136389536663688,0.1233126650228518
20305717,96.17509087635645,96175090.87635645,35543040.12158996,28189011.777971078,0.36956596347056647,0.2931009632651257
20306272,83.49885536626942,83498855.36626942,34102532.76697164,6076160.478604151,0.40841916475836926,0.07276938650177837
20306296,86.5438704999995,86543870.4999995,12512512.481343074,20952086.978235416,0.1445799963539087,0.24209787310397146
20306433,118.71734944748366,118717349.44748366,32053191.79662068,19920039.523939915,0.26999585103439216,0.1677938365087222
20306557,123.53263140408637,123532631.40408637,59278557.74878455,13603224.557340745,0.4798615319289933,0.11011847155464026
20320675,81.70375893102701,81703758.93102701,27366991.26334505,17154605.256565146,0.3349538824333385,0.20996102848887022
20401171,64.50200859055633,64502008.59055633,26699364.370890163,15670773.6110458,0.41393074346523817,0.24295016470758618
20401627,120.75260026204575,120752600.26204574,19390479.75267272,10306284.913827179,0.1605802252754256,0.08535041805693182
20401737,93.93909973658948,93939099.73658948,19429953.756402474,24751993.873646446,0.20683563937577812,0.2634897922489403
20402045,141.62952755756362,141629527.55756363,68726050.94311291,15846815.032434123,0.48525227845005714,0.11188920351367672
20402072,90.93341091239465,90933410.91239464,12031824.179759946,22163651.276398335,0.13231466915225934,0.24373496005501016
20402198,52.77150069868163,52771500.69868163,24150406.09047938,3225713.614074729,0.45764107085707195,0.06112605424077537
20402201,122.61386398251467,122613863.98251468,15378687.180848897,14511293.004736688,0.1254237219295362,0.11834952862105437
20402298,148.57818902804854,148578189.02804855,50185155.93771959,28016841.057730157,0.3377693338841655,0.18856631138801366
20403049,96.6361826868266,96636182.6868266,10197011.225532891,25699401.558825508,0.105519598788156,0.2659397426956605
20403668,145.26493888205664,145264938.88205665,66957414.37733169,35379980.794065624,0.46093307092976976,0.2435548527149507
20403697,66.25897083716603,66258970.83716603,20797537.502858933,10216699.782192992,0.3138825918979285,0.1541934571742885
20404032,71.2859688047688,71285968.8047688,22450457.969839625,16486992.80301039,0.31493515969916597,0.231279634399911
20404509,84.15120417790759,84151204.17790759,21492400.081499714,15553038.13029054,0.2554021691247784,0.18482252609729993
20404575,90.59460360451402,90594603.60451402,34327352.34805371,6991898.407616025,0.37891166782856034,0.07717786854213514
20404660,139.94581883687817,139945818.83687818,51339959.04220654,9885716.141689904,0.3668559694666459,0.07063959626555734
20405132,147.25097699578845,147250976.99578846,50164232.64475754,18640249.590478014,0.34067164556872376,0.12658829143803335
20405366,101.02122295752031,101021222.9575203,28751377.149981588,14729387.528198779,0.28460729644969374,0.14580488235024164
20405704,119.67442773545169,119674427.73545168,21039084.475635774,31738838.55951338,0.17580267458762433,0.26520986279269454
20406177,112.76189745918592,112761897.45918591,37414927.99858419,24806964.663111698,0.3318047039083082,0.21999421100634248
20406348,136.053275438247,136053275.438247,64709489.14801846,31491816.25535605,0.47561875257747355,0.23146679970707373
20406598,60.778152827822474,60778152.82782248,13348641.267974965,18012027.67810114,0.21962893979009418,0.29635694472530527
20407398,106.16748288061666,106167482.88061666,30171795.44516357,6413519.117537745,0.2841905508779104,0.060409448764549
20407481,130.83294068333274,130832940.68333274,16095858.990105446,8271448.537828135,0.12302604302890177,0.06322145244635523
20421229,127.42271169746721,127422711.69746721,17090044.90648614,7573887.725200146,0.1341208696536148,0.05943907192292701
20501111,126.74619528407321,126746195.2840732,22786155.217750303,29662671.102643535,0.17977782423117508,0.23403204361410063
20501330,148.12000347782623,148120003.47782624,52147957.2983412,42910853.377496704,0.3520655959621809,0.2897032971236766
20501664,52.83038158626157,52830381.58626157,11040499.78260676,2819897.4159465707,0.20898012566083413,0.05337643475737981
20502159,60.609773749426324,60609773.74942633,29088237.049695846,8950596.181672253,0.47992650772716616,0.14767578936486248
20502240,65.33292300533287,65332923.00533287,17409956.599719275,18276299.310424242,0.2664806011862988,0.27974103208167217
20502740,108.08818138248114,108088181.38248114,37797139.00731423,11728848.246901972,0.3496879910816999,0.10851184742759466
20502758,93.08372828129181,93083728.28129181,30364136.206058662,15858726.436040174,0.3262024068728811,0.17037055486342717
20503239,56.41294099119154,56412940.99119154,16856550.09577216,9257711.539441042,0.2988064405010223,0.16410616742861472
20503476,77.91831231067445,77918312.31067446,20248956.130863283,17031693.24688283,0.25987416218830584,0.218583959813893
20504373,89.07602543454811,89076025.43454811,24803815.79268035,21752877.02185471,0.27845669664399053,0.24420574352903113
20504729,100.58712192205799,100587121.92205799,50133296.8457042,25759813.541982014,0.4984067133817689,0.25609454818622346
20505317,125.57388921100048,125573889.21100047,17182325.62556435,28609732.10477326,0.13683040107719427,0.2278318548906344
20505648,98.90237028132606,98902370.28132606,48111898.11826106,8594922.39191671,0.4864584941837856,0.08690309815092
20506412,132.57275903360136,132572759.03360136,26696356.017109618,7010006.544955559,0.2013713542036435,0.05287667388123703
20507089,104.04681404333454,104046814.04333453,43618434.193371266,30962813.766128138,0.41921931578995386,0.29758540951799267
20507371,85.71832017291672,85718320.17291673,16489967.331114108,21970348.000538886,0.19237389741013874,0.2563086625615018
20507422,130.5977480882555,130597748.08825551,33508178.58376705,30989603.673795402,0.25657546990108016,0.2372904902835936
