latitude,longitude,incident_cause,injury_type,value,datetime,description
-15.1275970783882,34.32703566376872,Pesticide poisoning,Serious Injury,353,2019-06-06 21:42:15,Road accident
-8.907056564196823,33.43312838885396,Falling from tractor,Minor Injury,705,2019-06-08 00:31:47,Pedestrian hit
-15.439299497190511,33.229146712307646,Falling from tractor,Moderate Injury,1418,2019-06-05 00:17:16,Road accident
-10.168814868099076,31.74465044113691,Pesticide poisoning,Fatalities,178,2019-06-05 15:25:49,Traffic jam due to accident
-15.492143378926524,34.36632769930111,Crop fire,Minor Injury,1320,2019-06-11 11:11:59,Pedestrian hit
-12.401518859419628,34.85007542600988,Pesticide poisoning,Minor Injury,28,2019-06-21 20:20:09,Vehicle collision
-14.904717100932045,35.213726365285545,Falling from tractor,Fatalities,174,2019-06-01 09:17:43,Roadside emergency
-8.922897697480035,33.64539657261079,Falling from tractor,Serious Injury,332,2019-06-11 00:49:44,Single vehicle crash
-16.123987153168432,33.2247453256828,Flood damage,Serious Injury,103,2019-06-01 03:38:27,Traffic jam due to accident
-13.766144249739876,32.219080863020515,Flood damage,Serious Injury,250,2019-06-11 15:49:32,Single vehicle crash
-9.419578600490885,32.002329101549066,Flood damage,Moderate Injury,541,2019-06-23 05:40:41,Traffic jam due to accident
-15.136601346965499,32.94599897054425,Drought impact,Fatalities,117,2019-06-05 02:36:10,Hit and run
-9.741837123406393,33.50029950802845,Heavy equipment accident,Serious Injury,398,2019-06-06 08:44:43,Road accident
-14.691473886699976,34.626317792337026,Flood damage,Serious Injury,311,2019-06-14 23:10:41,Multiple vehicle accident
-14.487810079479413,34.59603166301898,Machinery malfunction,Moderate Injury,1244,2019-06-04 22:37:08,Single vehicle crash
-11.053398586960672,33.15201388135649,Heavy equipment accident,Minor Injury,966,2019-06-25 22:18:43,Single vehicle crash
-12.162743823243513,32.239960035594606,Pesticide poisoning,Fatalities,267,2019-06-19 07:59:04,Single vehicle crash
-15.059368206564624,34.40522209487594,Animal attack,Fatalities,240,2019-06-23 20:04:34,Road accident
-9.585503006243417,35.124661740687806,Heavy equipment accident,Moderate Injury,95,2019-06-09 13:37:51,Traffic jam due to accident
-11.105685006895143,33.171272353729535,Machinery malfunction,Fatalities,266,2019-06-17 10:19:32,Traffic jam due to accident
-11.367845736756575,31.772988379978067,Snake bite,Moderate Injury,1193,2019-06-29 01:25:23,Single vehicle crash
-14.94051964180878,33.370235812213046,Flood damage,Fatalities,107,2019-06-16 12:48:42,Road accident
-16.646090604164847,34.75302979586443,Flood damage,Serious Injury,157,2019-06-17 23:41:30,Single vehicle crash
-16.72953414606602,31.74666338550719,Animal attack,Moderate Injury,293,2019-06-02 22:14:36,Vehicle collision
-10.316380342610298,34.263440188468785,Pesticide poisoning,Serious Injury,166,2019-06-02 21:03:08,Traffic jam due to accident
-14.519247195899165,33.65263501340005,Flood damage,Serious Injury,337,2019-06-20 14:04:35,Traffic jam due to accident
-12.270134867708663,33.697212766177685,Falling from tractor,Fatalities,70,2019-06-09 06:26:33,Roadside emergency
-9.086907419798244,34.52255133645654,Falling from tractor,Fatalities,40,2019-06-21 00:47:48,Vehicle collision
-14.729226943759196,31.992981491616195,Crop fire,Minor Injury,83,2019-06-17 14:23:42,Traffic jam due to accident
-14.264520530499212,32.911145720093884,Drought impact,Fatalities,39,2019-06-22 03:13:07,Hit and run
-15.049300996803938,33.29777998779976,Animal attack,Moderate Injury,366,2019-06-05 13:25:30,Road accident
-14.375213307450739,33.079557400675256,Snake bite,Moderate Injury,164,2019-06-15 20:40:20,Multiple vehicle accident
-15.678054186139466,32.66948779393048,Falling from tractor,Minor Injury,878,2019-06-28 23:08:12,Traffic jam due to accident
-10.208989048543877,32.2335375689664,Animal attack,Serious Injury,241,2019-06-16 20:19:48,Hit and run
-15.598068170932947,31.726782257678085,Flood damage,Serious Injury,152,2019-06-12 19:54:20,Road accident
-10.03785189012935,31.954148328678237,Pesticide poisoning,Moderate Injury,1123,2019-06-20 09:44:20,Multiple vehicle accident
-12.680764222082903,35.42260681301914,Animal attack,Minor Injury,127,2019-06-11 06:45:41,Vehicle collision
-8.81666713934868,32.04284325458235,Flood damage,Serious Injury,339,2019-06-23 22:34:28,Hit and run
-9.840196677799435,34.757060488877634,Crop fire,Minor Injury,614,2019-06-15 06:08:07,Pedestrian hit
-9.77947886007269,31.729377282602254,Pesticide poisoning,Moderate Injury,120,2019-06-05 09:35:17,Single vehicle crash
-9.057715434692943,35.61653339346448,Snake bite,Minor Injury,311,2019-06-25 12:18:28,Single vehicle crash
-13.979177011052757,34.39903314345642,Snake bite,Moderate Injury,199,2019-06-28 00:59:40,Hit and run
-14.0555021706789,32.70123042956661,Chemical burn,Moderate Injury,398,2019-06-06 09:53:10,Roadside emergency
-14.581984863212039,33.281419629210454,Machinery malfunction,Serious Injury,389,2019-06-28 11:31:01,Traffic jam due to accident
-13.497208813832467,32.447927489946856,Crop fire,Fatalities,59,2019-06-29 13:35:20,Single vehicle crash
-12.981634734378813,35.43815874619647,Snake bite,Serious Injury,302,2019-06-15 13:55:04,Single vehicle crash
-13.623672912886228,31.769869288154826,Pesticide poisoning,Moderate Injury,619,2019-06-18 07:33:22,Traffic jam due to accident
-11.06005683464711,32.07409714683009,Drought impact,Moderate Injury,1289,2019-06-28 10:37:46,Roadside emergency
-15.27996462526991,33.904325341303,Flood damage,Moderate Injury,209,2019-06-08 13:23:20,Vehicle collision
-16.21694169675131,33.957304801644796,Falling from tractor,Moderate Injury,1240,2019-06-29 12:21:45,Multiple vehicle accident
-16.52367274396244,33.92080089322869,Falling from tractor,Minor Injury,523,2019-06-06 08:43:16,Single vehicle crash
-12.22516560529246,33.45897539208495,Pesticide poisoning,Serious Injury,28,2019-06-25 06:25:00,Single vehicle crash
-14.893573365798073,34.84478016700231,Drought impact,Minor Injury,1288,2019-06-14 05:54:59,Vehicle collision
-14.337571875402993,33.031818493203986,Snake bite,Fatalities,36,2019-06-01 06:08:42,Pedestrian hit
-10.39846669099175,33.48772989347324,Chemical burn,Serious Injury,393,2019-06-05 23:38:49,Road accident
-10.06665348559996,34.596657296799336,Machinery malfunction,Fatalities,137,2019-06-04 01:24:02,Multiple vehicle accident
-9.813877246066852,34.263498143094225,Pesticide poisoning,Minor Injury,79,2019-06-20 17:10:59,Roadside emergency
-12.555546696583658,33.91148229283275,Crop fire,Fatalities,124,2019-06-19 14:02:47,Pedestrian hit
-14.970741131579462,35.475684837931034,Snake bite,Serious Injury,293,2019-06-06 02:29:06,Road accident
-10.073416344520075,32.92366296113712,Flood damage,Minor Injury,22,2019-06-16 08:20:43,Pedestrian hit
-9.759135662121778,33.67418724832567,Machinery malfunction,Serious Injury,32,2019-06-02 01:30:35,Vehicle collision
-9.702398246494568,33.432813178815486,Machinery malfunction,Serious Injury,117,2019-06-20 17:39:13,Hit and run
-16.62607121951321,35.60368408793841,Heavy equipment accident,Serious Injury,111,2019-06-15 14:43:02,Multiple vehicle accident
-12.19763059068837,33.268829985436206,Crop fire,Moderate Injury,640,2019-06-06 07:49:18,Single vehicle crash
-8.913078673253308,33.23173194244845,Chemical burn,Serious Injury,327,2019-06-27 12:12:40,Vehicle collision
-11.798364512764753,32.04283288764219,Flood damage,Minor Injury,445,2019-06-22 21:10:42,Multiple vehicle accident
-12.653208109555473,34.671521147128395,Animal attack,Fatalities,286,2019-06-28 06:25:09,Multiple vehicle accident
-11.088229599501005,35.30053053633943,Machinery malfunction,Moderate Injury,372,2019-06-28 10:43:57,Single vehicle crash
-12.461830625811597,33.44770657150464,Animal attack,Minor Injury,197,2019-06-04 18:54:00,Hit and run
-13.133136360505796,33.86582675697064,Pesticide poisoning,Fatalities,104,2019-06-02 06:39:23,Vehicle collision
-12.010542517575873,33.36378749387539,Chemical burn,Fatalities,106,2019-06-06 02:20:13,Traffic jam due to accident
-13.3477784297356,32.40490657345198,Snake bite,Fatalities,103,2019-06-04 21:21:36,Road accident
-9.169651193132852,33.90046564715044,Falling from tractor,Minor Injury,907,2019-06-05 09:07:33,Roadside emergency
-11.159801384517888,34.35078281078836,Snake bite,Moderate Injury,1486,2019-06-23 22:40:07,Traffic jam due to accident
-14.312892202900033,35.617064457258245,Animal attack,Serious Injury,159,2019-06-22 14:44:48,Vehicle collision
-9.267640226728364,32.56277192295944,Animal attack,Serious Injury,218,2019-06-17 11:48:00,Hit and run
-14.43140425139686,32.52319053247807,Animal attack,Moderate Injury,1392,2019-06-28 12:20:35,Pedestrian hit
-9.648335681264708,34.22823564450601,Falling from tractor,Moderate Injury,1493,2019-06-20 12:49:27,Traffic jam due to accident
-16.64044509906051,35.007004263866776,Chemical burn,Serious Injury,37,2019-06-18 00:01:37,Vehicle collision
-16.40220603976836,34.29777299626315,Crop fire,Fatalities,185,2019-06-03 09:11:08,Hit and run
-12.13799443037588,33.05440928159598,Chemical burn,Fatalities,194,2019-06-06 18:47:29,Vehicle collision
-15.11913854544848,35.524966546839245,Crop fire,Serious Injury,23,2019-06-25 11:14:13,Traffic jam due to accident
-12.146326457624744,33.2978540452733,Falling from tractor,Serious Injury,388,2019-06-02 18:30:20,Road accident
-8.939966151748678,32.98525945097562,Machinery malfunction,Moderate Injury,395,2019-06-18 16:44:46,Road accident
-11.800018185812664,35.15519711629331,Chemical burn,Moderate Injury,1033,2019-06-10 01:20:31,Road accident
-10.279438905884435,31.838506841662653,Snake bite,Minor Injury,1472,2019-06-02 05:16:37,Pedestrian hit
-11.590009258158556,33.81203214951968,Machinery malfunction,Moderate Injury,1045,2019-06-03 09:57:13,Single vehicle crash
-9.308518261210633,33.888860996138696,Pesticide poisoning,Serious Injury,23,2019-06-17 11:10:30,Pedestrian hit
-16.232184819627445,32.28588175907903,Animal attack,Fatalities,268,2019-06-19 18:20:35,Single vehicle crash
-10.377946971636769,35.10654495541539,Flood damage,Minor Injury,171,2019-06-28 05:24:39,Single vehicle crash
-14.465243633189994,33.63155810558533,Pesticide poisoning,Serious Injury,374,2019-06-18 11:46:45,Vehicle collision
-15.330269180237774,32.673088960235816,Animal attack,Minor Injury,1288,2019-06-13 04:50:09,Multiple vehicle accident
-16.286037460104275,33.04831382253595,Heavy equipment accident,Moderate Injury,1116,2019-06-19 01:12:06,Vehicle collision
-12.086283954626394,32.28530739884984,Flood damage,Moderate Injury,446,2019-06-22 16:28:56,Vehicle collision
-16.77392153285032,34.55523815238247,Chemical burn,Minor Injury,1093,2019-06-13 22:07:05,Traffic jam due to accident
-16.34309306724719,33.01074500166116,Animal attack,Moderate Injury,237,2019-06-08 12:29:25,Road accident
-10.161260049053286,35.1869683907832,Falling from tractor,Moderate Injury,486,2019-06-04 01:57:40,Multiple vehicle accident
-10.65840393411341,34.01687229741173,Snake bite,Minor Injury,410,2019-06-11 13:40:54,Pedestrian hit
-9.47483723212397,32.31747733446867,Machinery malfunction,Serious Injury,147,2019-06-05 03:34:09,Vehicle collision
-9.741546127455454,34.8301372857573,Snake bite,Serious Injury,361,2019-06-27 02:02:54,Hit and run
-10.751320139105886,32.27017904620427,Chemical burn,Moderate Injury,181,2019-06-24 01:09:58,Multiple vehicle accident
-11.830411532653782,32.673311117389574,Machinery malfunction,Moderate Injury,146,2019-06-07 00:14:58,Multiple vehicle accident
-13.984929366472507,32.51478653989938,Drought impact,Minor Injury,1234,2019-06-05 10:54:32,Pedestrian hit
-13.288843126734724,32.49598090004963,Snake bite,Serious Injury,164,2019-06-16 13:39:54,Traffic jam due to accident
-9.707276673200143,32.90099587115742,Chemical burn,Minor Injury,174,2019-06-23 00:38:24,Road accident
-12.598562052258124,34.81409348734978,Drought impact,Serious Injury,73,2019-06-04 23:06:42,Pedestrian hit
-13.827387871161848,35.20322728196553,Falling from tractor,Minor Injury,739,2019-06-14 06:38:44,Vehicle collision
-16.18528075315487,33.44513508093754,Heavy equipment accident,Serious Injury,159,2019-06-08 02:56:07,Multiple vehicle accident
-16.49857973318574,31.765807183454974,Pesticide poisoning,Minor Injury,223,2019-06-27 18:03:37,Pedestrian hit
-11.438766428391347,32.24002113285215,Machinery malfunction,Moderate Injury,80,2019-06-14 13:02:00,Pedestrian hit
-12.059278673855772,33.01063662412941,Heavy equipment accident,Minor Injury,1322,2019-06-20 21:30:58,Pedestrian hit
-9.139878225527598,33.7492748835431,Machinery malfunction,Moderate Injury,1269,2019-06-01 06:33:33,Road accident
-11.885715072311182,34.156662174692585,Falling from tractor,Minor Injury,976,2019-06-08 05:28:45,Vehicle collision
-13.488552135671275,32.346120574033456,Machinery malfunction,Fatalities,85,2019-06-19 03:26:38,Traffic jam due to accident
-12.406402005356064,31.76711833149684,Heavy equipment accident,Serious Injury,327,2019-06-15 06:31:27,Road accident
-9.288769915284934,33.64202435633516,Drought impact,Moderate Injury,697,2019-06-13 21:35:26,Hit and run
-15.888220318980274,35.40633842844707,Pesticide poisoning,Fatalities,264,2019-06-15 15:54:10,Multiple vehicle accident
-12.335199240867071,34.2677802549415,Heavy equipment accident,Fatalities,29,2019-06-21 22:15:35,Hit and run
-14.227667642840277,35.302670323590576,Falling from tractor,Fatalities,67,2019-06-24 14:09:31,Multiple vehicle accident
-14.713001444302055,32.340050664793395,Snake bite,Moderate Injury,940,2019-06-27 02:25:53,Traffic jam due to accident
-11.309032505750768,32.20549582566075,Crop fire,Minor Injury,622,2019-06-02 04:41:42,Traffic jam due to accident
-12.160219992083917,35.00814523755877,Machinery malfunction,Fatalities,217,2019-06-26 20:39:32,Road accident
-13.568560978181747,32.572625599062384,Snake bite,Moderate Injury,1339,2019-06-09 07:36:33,Single vehicle crash
-9.736810435577695,34.16410990421881,Chemical burn,Serious Injury,31,2019-06-10 17:35:01,Vehicle collision
-10.837888325604554,34.4370640776762,Falling from tractor,Minor Injury,441,2019-06-09 03:07:08,Single vehicle crash
-11.893955226481657,32.91463800628758,Falling from tractor,Serious Injury,173,2019-06-01 01:28:16,Single vehicle crash
-10.59703987451263,34.78423061504068,Crop fire,Fatalities,20,2019-06-08 08:46:13,Pedestrian hit
-14.074595146232427,31.834512662269656,Machinery malfunction,Moderate Injury,1169,2019-06-05 22:18:17,Roadside emergency
-14.88851942512478,35.04910088626132,Pesticide poisoning,Minor Injury,1475,2019-06-15 04:06:17,Multiple vehicle accident
-10.754652941625592,34.86339942028307,Pesticide poisoning,Moderate Injury,1328,2019-06-02 23:21:26,Road accident
-11.748444558791348,35.61235134616655,Pesticide poisoning,Serious Injury,17,2019-06-25 18:16:04,Pedestrian hit
-12.504720546381517,32.66195032973837,Heavy equipment accident,Serious Injury,348,2019-06-20 14:30:21,Single vehicle crash
-9.875842431292575,33.955802322979594,Falling from tractor,Fatalities,275,2019-06-13 20:25:30,Pedestrian hit
-9.513935577351493,31.884301963801004,Chemical burn,Moderate Injury,1276,2019-06-21 19:12:29,Pedestrian hit
-9.852527876922704,32.795789709628636,Animal attack,Moderate Injury,1156,2019-06-09 05:23:34,Road accident
-13.431450076432277,34.95514364589812,Snake bite,Serious Injury,281,2019-06-06 22:14:46,Hit and run
-9.753252233309157,35.59442711263835,Animal attack,Serious Injury,130,2019-06-14 03:41:47,Single vehicle crash
-13.581975978091222,31.855004747761225,Heavy equipment accident,Minor Injury,339,2019-06-15 17:59:33,Pedestrian hit
-14.383005685662837,32.69511762415695,Crop fire,Serious Injury,116,2019-06-29 17:25:52,Road accident
-15.82071594813169,31.860204366809267,Pesticide poisoning,Fatalities,281,2019-06-19 18:34:13,Hit and run
-10.347946945977853,34.04067283645525,Animal attack,Fatalities,207,2019-06-21 02:46:42,Roadside emergency
-12.106298536282448,32.9497914366787,Heavy equipment accident,Moderate Injury,288,2019-06-18 10:56:28,Traffic jam due to accident
-13.376348198317952,31.9874199313144,Drought impact,Moderate Injury,235,2019-06-03 15:33:55,Roadside emergency
-10.458759880644191,35.319444314261595,Falling from tractor,Moderate Injury,989,2019-06-24 01:02:41,Traffic jam due to accident
-11.120918723390366,32.361565947310936,Pesticide poisoning,Moderate Injury,832,2019-06-09 02:19:15,Pedestrian hit
-10.790252597136522,32.70442724536637,Animal attack,Fatalities,156,2019-06-04 07:26:32,Traffic jam due to accident
-10.34472740250596,35.19870051351068,Crop fire,Minor Injury,97,2019-06-10 19:07:21,Roadside emergency
-8.935633486181231,35.189956422503194,Drought impact,Serious Injury,105,2019-06-18 23:27:38,Multiple vehicle accident
-13.190376326172782,33.13102756978665,Drought impact,Minor Injury,1332,2019-06-11 18:59:36,Roadside emergency
-10.912640503219436,34.86688256909612,Animal attack,Serious Injury,232,2019-06-21 18:54:47,Roadside emergency
-10.656782150001275,34.526500150927696,Flood damage,Minor Injury,1488,2019-06-06 21:50:00,Vehicle collision
-13.709935794553587,33.69931878916704,Crop fire,Moderate Injury,798,2019-06-21 00:40:50,Roadside emergency
-13.978401761391009,34.450378857102436,Pesticide poisoning,Fatalities,256,2019-06-15 15:16:59,Single vehicle crash
-15.335446832907857,32.769063901240735,Falling from tractor,Minor Injury,1381,2019-06-28 08:57:17,Roadside emergency
-11.174682055605674,35.64833817411589,Chemical burn,Fatalities,282,2019-06-20 07:38:54,Vehicle collision
-15.733631040010366,32.18203147177167,Flood damage,Serious Injury,73,2019-06-01 22:41:10,Single vehicle crash
-15.013128033786499,31.77045141999024,Drought impact,Minor Injury,98,2019-06-03 02:11:16,Multiple vehicle accident
-14.879381228788382,33.86956593543966,Chemical burn,Moderate Injury,977,2019-06-29 07:03:08,Vehicle collision
-11.031676956444688,32.87828847632802,Animal attack,Serious Injury,219,2019-06-15 09:43:53,Pedestrian hit
-12.213861022911452,33.556824682361004,Flood damage,Serious Injury,398,2019-06-02 08:57:48,Hit and run
-10.58197507743835,33.27296594777025,Snake bite,Fatalities,297,2019-06-05 00:54:49,Hit and run
-10.508729304343767,33.65169217651484,Drought impact,Minor Injury,1463,2019-06-02 14:24:55,Vehicle collision
-9.060171460762156,32.841646121432504,Machinery malfunction,Minor Injury,672,2019-06-25 15:16:11,Multiple vehicle accident
-14.546189322402569,35.469020001764655,Snake bite,Fatalities,107,2019-06-23 07:12:34,Roadside emergency
-8.99018446357509,33.134301423020744,Flood damage,Minor Injury,920,2019-06-13 16:53:55,Pedestrian hit
-13.39220371796123,35.44029283635187,Chemical burn,Minor Injury,176,2019-06-03 05:38:02,Pedestrian hit
-15.950245525744196,35.20343077589696,Falling from tractor,Serious Injury,20,2019-06-12 11:56:33,Traffic jam due to accident
-14.809667735261474,33.894148055657006,Drought impact,Fatalities,87,2019-06-27 07:18:30,Hit and run
-13.365669754528877,32.345627594518874,Animal attack,Fatalities,131,2019-06-12 21:50:08,Multiple vehicle accident
-15.429613258388294,33.237436728392495,Drought impact,Minor Injury,1179,2019-06-02 18:20:33,Traffic jam due to accident
-9.624615345099208,34.42772516582731,Pesticide poisoning,Minor Injury,623,2019-06-09 09:25:16,Traffic jam due to accident
-12.994244385898288,32.20032221680375,Crop fire,Serious Injury,383,2019-06-04 15:07:44,Hit and run
-15.487376936357062,32.21010629583929,Flood damage,Minor Injury,1107,2019-06-13 19:29:52,Pedestrian hit
-9.938693272754493,35.55564980549063,Falling from tractor,Serious Injury,197,2019-06-11 11:48:29,Vehicle collision
-13.647382491417087,31.886277554866208,Flood damage,Serious Injury,203,2019-06-11 18:09:15,Vehicle collision
-13.500056346880587,32.730562885836434,Drought impact,Moderate Injury,118,2019-06-16 18:31:39,Vehicle collision
-16.645383365718946,32.72044733329993,Chemical burn,Fatalities,293,2019-06-08 04:51:44,Traffic jam due to accident
-12.875031813702028,32.601992144834604,Flood damage,Fatalities,220,2019-06-09 09:48:37,Vehicle collision
-16.33080023222406,33.20566440678875,Heavy equipment accident,Serious Injury,155,2019-06-08 07:23:55,Roadside emergency
-12.24674305794308,34.41676444236827,Snake bite,Moderate Injury,1370,2019-06-10 15:08:04,Vehicle collision
-15.646765966514785,33.9840126466041,Heavy equipment accident,Fatalities,289,2019-06-04 07:34:11,Traffic jam due to accident
-11.840808549198929,35.44821252388799,Animal attack,Moderate Injury,1100,2019-06-01 22:12:04,Road accident
-15.997933913661747,34.21291272475501,Crop fire,Moderate Injury,1431,2019-06-04 12:12:08,Hit and run
-9.938698170512387,33.58894723888781,Animal attack,Minor Injury,456,2019-06-26 19:37:31,Roadside emergency
-16.279809263092186,33.935580596133086,Crop fire,Serious Injury,195,2019-06-12 04:34:00,Vehicle collision
-9.609103100660032,35.399531902358525,Pesticide poisoning,Minor Injury,1212,2019-06-07 17:11:00,Hit and run
-11.18359770622854,34.799030359235715,Pesticide poisoning,Serious Injury,170,2019-06-01 01:56:44,Single vehicle crash
-11.282674904005933,33.72260915816545,Heavy equipment accident,Moderate Injury,343,2019-06-13 10:32:59,Multiple vehicle accident
-16.41442428036579,33.63091902595052,Pesticide poisoning,Minor Injury,378,2019-06-15 17:00:17,Multiple vehicle accident
-14.60011976841251,35.37536542168818,Snake bite,Fatalities,21,2019-06-23 04:11:50,Vehicle collision
-12.81437178182078,33.17504584424442,Machinery malfunction,Fatalities,107,2019-06-15 05:17:00,Traffic jam due to accident
-13.107499407059397,32.687833355974696,Drought impact,Fatalities,125,2019-06-10 01:46:39,Roadside emergency
-12.954030191571146,35.004680284298296,Heavy equipment accident,Serious Injury,230,2019-06-07 02:35:07,Single vehicle crash
-15.166155013389806,32.18493578269307,Crop fire,Serious Injury,118,2019-06-23 18:20:21,Hit and run
-13.228986768587177,34.81377002403324,Falling from tractor,Serious Injury,388,2019-06-16 01:43:52,Pedestrian hit
-13.075175863950022,31.770116777074225,Heavy equipment accident,Fatalities,142,2019-06-26 05:47:49,Roadside emergency
-8.914069199721723,35.31335747244422,Pesticide poisoning,Moderate Injury,663,2019-06-03 18:12:37,Traffic jam due to accident
-12.910091979385445,34.27330143297885,Animal attack,Serious Injury,62,2019-06-13 01:42:34,Multiple vehicle accident
-11.123023494532326,32.758523984821,Pesticide poisoning,Fatalities,92,2019-06-09 17:05:53,Roadside emergency
-12.726863433586143,34.585314875818185,Chemical burn,Fatalities,40,2019-06-23 22:41:50,Hit and run
-14.508257506296161,32.56616772405324,Drought impact,Serious Injury,243,2019-06-29 16:48:12,Traffic jam due to accident
-9.89996517746688,34.1390045370314,Crop fire,Minor Injury,1147,2019-06-24 21:57:16,Vehicle collision
-14.177066608446278,31.956106277282686,Animal attack,Fatalities,292,2019-06-19 16:01:30,Multiple vehicle accident
-15.29620553416572,32.17089386575771,Chemical burn,Minor Injury,1001,2019-06-03 10:52:14,Road accident
-10.47198167447085,31.94623142123488,Snake bite,Serious Injury,139,2019-06-07 21:21:26,Vehicle collision
-15.492862945167424,32.69247537238041,Flood damage,Serious Injury,242,2019-06-11 06:41:09,Road accident
-10.94717152969968,34.802643084978186,Crop fire,Minor Injury,63,2019-06-08 11:03:11,Single vehicle crash
-16.062962331199184,32.67403207545735,Falling from tractor,Moderate Injury,1239,2019-06-01 13:48:35,Hit and run
-16.186131869643283,34.68057097988539,Drought impact,Fatalities,91,2019-06-27 14:30:04,Road accident
-16.1407998403554,33.14107056790157,Heavy equipment accident,Moderate Injury,557,2019-06-26 18:53:11,Roadside emergency
-11.638923322951614,32.28636079001515,Pesticide poisoning,Minor Injury,296,2019-06-29 06:45:34,Hit and run
-9.162451990964698,33.78303952318319,Chemical burn,Moderate Injury,976,2019-06-14 07:36:49,Traffic jam due to accident
-10.358082164820777,33.4203980596873,Snake bite,Minor Injury,117,2019-06-26 03:18:06,Multiple vehicle accident
-15.499544336952104,32.021956977120986,Snake bite,Serious Injury,352,2019-06-05 02:19:43,Vehicle collision
-13.683125475301772,35.59047824618939,Chemical burn,Fatalities,186,2019-06-10 12:03:57,Vehicle collision
-12.33995782399044,31.755518285932627,Pesticide poisoning,Serious Injury,55,2019-06-20 14:18:48,Multiple vehicle accident
-13.439393385805548,34.56708252095362,Crop fire,Moderate Injury,198,2019-06-16 19:36:50,Vehicle collision
-11.479325885256031,32.725339399966366,Crop fire,Minor Injury,845,2019-06-01 17:03:28,Vehicle collision
-11.838723433162972,34.97430469845939,Heavy equipment accident,Serious Injury,183,2019-06-14 21:23:02,Roadside emergency
-14.593194131549422,35.01456440126655,Snake bite,Moderate Injury,1143,2019-06-14 21:49:16,Vehicle collision
-10.949874905872289,35.59895602748212,Flood damage,Serious Injury,39,2019-06-12 14:41:37,Hit and run
